VICTIM_AGE,VICTIM_GENDER,INCIDENT_AREA
46,F,Northeast
54,F,Wilshire
55,F,Central
57,F,Wilshire
43,M,Mission
28,F,Newton
51,M,Wilshire
20,F,77th Street
0,X,Hollywood
22,F,Southwest
40,F,Central
32,F,Topanga
8,F,Topanga
35,M,Pacific
0,X,Pacific
18,M,77th Street
31,F,Devonshire
25,F,Van Nuys
0,X,Olympic
0,M,Hollenbeck
57,F,Southwest
23,M,Newton
35,M,West LA
34,M,Rampart
19,X,Southwest
38,F,Harbor
37,F,Northeast
0,X,Central
39,M,Wilshire
22,F,Southwest
0,X,Hollywood
25,F,Devonshire
0,X,Hollywood
0,X,Hollywood
47,M,Topanga
21,F,Southwest
0,M,Hollenbeck
0,X,Rampart
48,M,Wilshire
0,,Mission
45,M,Van Nuys
22,M,77th Street
25,M,Mission
39,M,Mission
41,M,Southeast
0,,Pacific
20,F,Harbor
30,M,Newton
0,M,Central
7,M,West Valley
45,F,Devonshire
34,F,N Hollywood
29,M,Pacific
0,,Newton
32,F,West LA
28,F,Rampart
39,M,Southwest
0,X,Newton
28,F,Wilshire
42,M,77th Street
42,M,Pacific
53,M,Rampart
37,M,Devonshire
35,F,Van Nuys
0,,Southeast
0,,Topanga
56,F,West LA
46,M,Hollenbeck
30,F,Southeast
34,F,Southeast
46,M,N Hollywood
40,F,Harbor
56,F,Harbor
55,F,Southwest
70,M,Devonshire
30,F,Van Nuys
28,F,Harbor
34,M,Topanga
0,,Topanga
50,M,N Hollywood
25,M,Foothill
42,M,Southeast
37,M,77th Street
45,F,N Hollywood
0,M,Hollenbeck
20,M,Hollenbeck
0,,Harbor
56,F,77th Street
42,M,N Hollywood
0,X,Southwest
78,F,Mission
86,F,West LA
21,F,Harbor
59,M,Topanga
54,F,Central
26,M,Wilshire
27,F,N Hollywood
13,M,Central
44,M,Olympic
24,M,77th Street
65,F,Topanga
58,M,Rampart
41,M,Newton
26,F,Southwest
29,M,Topanga
0,,N Hollywood
55,F,Southwest
29,M,Topanga
39,M,Northeast
52,F,Wilshire
0,X,Van Nuys
59,M,Newton
38,F,Pacific
0,,N Hollywood
52,M,Southwest
49,M,Harbor
42,F,Harbor
0,,Northeast
34,F,77th Street
63,M,Harbor
36,M,N Hollywood
34,F,Olympic
66,M,Topanga
31,F,N Hollywood
21,F,Olympic
55,M,Wilshire
44,F,Hollywood
0,,Southeast
35,F,Pacific
31,M,Wilshire
25,F,Pacific
45,F,77th Street
0,,Central
0,,Devonshire
20,F,Hollenbeck
24,M,West Valley
64,M,Hollenbeck
0,X,Mission
27,F,Foothill
22,F,Southwest
28,F,Southeast
23,M,Central
41,M,West LA
55,M,Southwest
83,M,Hollenbeck
0,,West LA
0,X,Central
33,M,Pacific
60,M,West Valley
51,F,Van Nuys
21,F,Topanga
43,F,Van Nuys
22,F,N Hollywood
19,X,Southwest
0,M,Hollenbeck
0,M,West Valley
27,F,Southeast
32,F,Wilshire
14,F,Mission
0,,Northeast
37,M,Harbor
0,M,N Hollywood
0,,Northeast
0,M,N Hollywood
27,F,Hollywood
19,X,Southwest
25,F,Olympic
49,F,Wilshire
0,,Southeast
37,M,Pacific
0,X,77th Street
0,,Northeast
46,M,77th Street
13,M,Pacific
47,F,Hollywood
55,F,Central
42,F,Newton
53,M,Hollywood
45,F,West LA
22,F,Wilshire
21,M,77th Street
69,M,Hollywood
25,M,Central
56,M,West Valley
36,F,Devonshire
0,,Olympic
37,F,Central
86,F,Northeast
0,,Northeast
33,M,Rampart
53,F,Hollywood
22,F,West Valley
27,F,Devonshire
21,F,77th Street
80,M,Wilshire
37,M,77th Street
0,,Devonshire
50,M,Rampart
45,M,Olympic
0,,Van Nuys
54,M,Northeast
35,F,Devonshire
40,M,Hollywood
73,F,West LA
0,X,77th Street
41,M,Rampart
42,F,West Valley
0,X,Devonshire
45,F,N Hollywood
25,M,Central
52,F,Southeast
36,F,Rampart
0,X,Central
47,F,Devonshire
59,M,West LA
22,M,Wilshire
0,,Central
0,,77th Street
50,F,Wilshire
46,F,Southeast
43,F,Rampart
46,M,Olympic
46,M,77th Street
23,M,Northeast
34,F,Southeast
0,,Foothill
28,M,West Valley
41,F,Foothill
11,F,Olympic
0,,West Valley
31,M,Northeast
45,F,Southwest
53,F,77th Street
0,,Foothill
44,M,Southeast
27,M,77th Street
18,F,Topanga
45,F,Harbor
24,M,Central
61,M,Wilshire
25,F,Mission
25,F,Newton
31,F,Foothill
33,M,Southwest
60,F,77th Street
11,F,Mission
49,M,Devonshire
55,M,N Hollywood
18,M,Topanga
35,M,Topanga
41,M,Southwest
48,M,Rampart
35,F,Hollenbeck
0,M,Wilshire
59,F,Central
20,F,Central
50,F,Southeast
55,M,Mission
40,M,West LA
49,M,Mission
39,F,Southeast
0,X,Central
32,M,Newton
69,F,Southeast
22,X,Mission
26,F,Mission
37,M,Harbor
58,M,Newton
0,,West Valley
0,,Olympic
57,F,Pacific
71,F,Harbor
0,,77th Street
24,M,Hollenbeck
0,X,Rampart
48,M,Topanga
0,,Foothill
0,X,Newton
36,F,Olympic
44,F,Harbor
0,X,Devonshire
74,M,Olympic
41,M,Devonshire
45,M,Central
34,F,77th Street
35,F,Southwest
45,F,Foothill
0,X,Devonshire
0,F,Southeast
0,,N Hollywood
0,X,West LA
42,F,77th Street
86,F,77th Street
28,M,Hollywood
22,F,Southeast
44,M,77th Street
45,M,Mission
18,M,77th Street
19,X,Southwest
72,F,Wilshire
38,F,Southeast
63,M,Hollenbeck
39,M,West LA
39,F,Central
0,F,Hollywood
41,M,West LA
44,M,Hollenbeck
12,F,West LA
47,F,77th Street
23,M,Topanga
28,M,Central
33,M,Pacific
25,M,Wilshire
54,F,Mission
34,F,Rampart
36,M,77th Street
50,M,77th Street
0,,Pacific
25,F,Foothill
29,M,Wilshire
42,F,Mission
31,M,Southwest
19,F,Newton
28,M,West Valley
54,M,77th Street
30,M,Pacific
26,F,Harbor
0,,Hollywood
35,M,Central
0,,Northeast
0,,Rampart
28,M,Rampart
83,F,Pacific
0,,Hollenbeck
0,,Hollenbeck
34,F,West Valley
27,M,Central
30,F,Olympic
39,M,Northeast
0,X,Southeast
29,F,Newton
56,M,Mission
15,F,West LA
0,M,West Valley
40,F,Harbor
20,F,Central
0,M,West Valley
0,M,Olympic
0,,West Valley
51,F,Topanga
0,,Van Nuys
0,,Foothill
0,,Newton
33,M,Foothill
61,F,Wilshire
34,M,Northeast
0,X,Rampart
46,F,West Valley
18,F,Foothill
0,,Olympic
0,,Harbor
24,F,N Hollywood
0,X,Southeast
21,F,Southeast
43,M,Newton
59,F,West Valley
37,F,Harbor
40,M,Van Nuys
0,X,Olympic
0,,Newton
0,X,Central
0,X,Olympic
29,F,Central
49,F,Central
28,M,Pacific
27,F,Topanga
46,F,Newton
0,M,West Valley
45,M,Hollenbeck
29,F,Southwest
48,M,Pacific
0,X,Central
35,M,Topanga
19,X,Southwest
31,M,Olympic
77,M,Northeast
20,F,Southwest
0,,Southwest
29,F,West Valley
19,X,Southwest
19,X,Southwest
30,F,Southwest
0,M,West Valley
46,F,Rampart
28,M,Southeast
18,F,Northeast
32,F,Devonshire
18,F,Olympic
34,F,N Hollywood
0,M,Southeast
37,F,West Valley
34,F,Van Nuys
60,F,Newton
42,M,Pacific
59,M,Southeast
0,,Mission
79,F,N Hollywood
22,M,77th Street
0,,Southwest
0,X,Southeast
70,M,Olympic
59,F,Wilshire
43,M,Wilshire
0,,Van Nuys
69,F,Wilshire
64,F,Foothill
0,,Harbor
41,F,Van Nuys
35,M,Pacific
36,M,Hollywood
82,M,77th Street
17,M,Southwest
34,F,Foothill
0,M,N Hollywood
30,F,Rampart
0,F,Newton
25,F,Mission
16,F,Topanga
20,F,77th Street
18,F,Southeast
63,F,Harbor
0,,77th Street
37,M,Pacific
44,F,Topanga
22,M,Southeast
0,,N Hollywood
0,X,Southeast
29,F,Hollenbeck
22,M,Mission
64,F,Harbor
0,,Hollywood
0,,Devonshire
56,F,Southeast
37,M,Van Nuys
66,M,West Valley
23,F,Mission
0,,Northeast
33,M,Topanga
37,F,Southeast
58,F,Southwest
40,F,Wilshire
0,X,Southeast
65,M,Hollywood
31,F,Rampart
0,X,Devonshire
31,F,Central
10,M,77th Street
28,M,Wilshire
36,F,77th Street
49,M,Harbor
49,F,Foothill
20,M,Northeast
68,F,Devonshire
29,M,Mission
0,X,Central
0,F,Newton
0,X,Hollywood
76,F,West Valley
49,M,77th Street
0,X,Hollywood
0,X,Olympic
0,X,Southeast
85,F,Devonshire
22,M,Van Nuys
71,M,Devonshire
27,F,Wilshire
30,F,Southeast
0,X,Southeast
44,M,Mission
51,M,Wilshire
23,F,Foothill
69,M,Central
42,M,Van Nuys
20,M,West LA
0,X,Hollywood
29,F,Hollenbeck
0,X,Hollenbeck
0,X,Harbor
0,,Northeast
71,F,Southwest
51,F,Southeast
0,,Devonshire
41,F,Mission
24,F,77th Street
30,F,N Hollywood
35,F,West LA
63,M,Foothill
0,,N Hollywood
37,F,Van Nuys
67,F,Central
45,M,Rampart
55,F,Topanga
43,M,Newton
45,M,West LA
32,M,West Valley
50,M,Olympic
22,F,Newton
0,,Northeast
0,X,Newton
53,F,Newton
44,F,Newton
46,F,Southeast
20,M,Mission
52,M,Topanga
34,M,Olympic
89,F,Pacific
58,M,Southwest
0,,Central
0,,Newton
0,,Hollenbeck
0,X,Southeast
31,M,West Valley
36,M,Northeast
0,X,Hollenbeck
0,M,Hollenbeck
17,F,77th Street
71,F,Wilshire
0,F,West LA
59,M,West LA
40,M,West Valley
41,M,77th Street
0,,Harbor
47,F,Southwest
0,,Newton
39,F,Foothill
28,M,Hollywood
58,F,Harbor
40,M,Southeast
31,M,West Valley
30,F,Southeast
46,F,Olympic
28,F,Northeast
40,M,Hollywood
30,F,Pacific
24,M,Olympic
26,M,77th Street
43,F,Wilshire
54,M,West Valley
52,F,West LA
0,X,Central
36,M,Northeast
37,F,Van Nuys
0,X,Northeast
42,F,West LA
40,F,Southwest
53,M,Hollywood
0,,Olympic
0,X,Southeast
0,,Harbor
77,F,N Hollywood
26,F,Harbor
19,M,West Valley
26,F,Van Nuys
84,M,Devonshire
35,F,Harbor
34,M,Hollywood
22,M,Central
15,M,Southwest
31,M,Northeast
42,M,Rampart
19,F,Northeast
24,M,Olympic
0,,Southeast
60,F,West Valley
0,,Southeast
15,M,Topanga
40,F,Mission
32,F,Van Nuys
30,M,Pacific
41,F,Hollywood
35,M,Devonshire
0,,Topanga
25,M,Mission
41,M,Mission
52,F,Central
0,X,Southeast
0,X,Northeast
46,F,West LA
38,F,Newton
45,M,Van Nuys
10,X,Southwest
43,M,Wilshire
53,M,Foothill
38,F,Newton
50,F,Central
26,F,West Valley
40,M,Pacific
60,M,Hollenbeck
19,X,Southwest
58,M,N Hollywood
0,,Hollywood
66,F,Southwest
15,F,Southwest
0,M,Northeast
0,X,Olympic
0,X,Hollywood
0,M,N Hollywood
0,X,Southwest
0,M,West Valley
0,M,Newton
51,M,West Valley
43,M,Wilshire
56,F,West Valley
27,M,Topanga
27,F,Northeast
19,M,Wilshire
0,M,Newton
36,M,Hollywood
0,X,Harbor
0,,N Hollywood
17,F,Southwest
61,M,Southwest
38,F,Southwest
38,F,Wilshire
21,M,West LA
39,F,77th Street
60,M,Hollywood
48,F,77th Street
0,,Southwest
12,F,Newton
31,M,Olympic
0,X,Southeast
26,F,Hollenbeck
0,M,Wilshire
45,M,Topanga
0,M,Van Nuys
31,F,N Hollywood
0,,Van Nuys
0,M,Northeast
49,F,Olympic
37,F,Devonshire
47,M,Mission
36,M,Central
41,M,Southwest
0,X,Hollywood
0,,Foothill
57,F,Newton
25,M,77th Street
25,F,Newton
64,M,Olympic
38,M,Hollenbeck
40,F,Rampart
66,M,Central
0,X,Hollywood
0,,Mission
31,F,Southwest
20,M,Pacific
28,F,West LA
34,M,Mission
0,,Pacific
0,,Rampart
0,,Mission
59,M,Hollywood
0,,Pacific
24,M,West Valley
75,F,N Hollywood
40,F,Newton
43,F,Van Nuys
44,M,Topanga
31,M,Central
42,F,N Hollywood
0,,Hollenbeck
0,M,Central
47,M,Wilshire
58,M,Rampart
51,F,Pacific
35,M,Topanga
65,M,Southeast
36,F,Pacific
0,,Southwest
32,M,N Hollywood
0,,Devonshire
38,M,Southeast
29,M,Pacific
34,M,Devonshire
0,,Southeast
0,X,Olympic
40,F,Harbor
37,F,Rampart
57,F,Pacific
27,F,Hollywood
27,M,Newton
47,M,Topanga
24,M,77th Street
58,F,Northeast
25,F,Olympic
60,F,Topanga
65,F,Southeast
0,,Southeast
39,M,Rampart
52,F,Harbor
44,M,N Hollywood
0,,Van Nuys
45,M,77th Street
18,F,Wilshire
32,M,Van Nuys
61,M,West LA
37,F,Southeast
26,F,Rampart
54,M,Northeast
25,M,Central
64,M,Wilshire
0,M,Foothill
0,,N Hollywood
0,,Southeast
29,F,Olympic
23,M,N Hollywood
67,M,N Hollywood
0,M,N Hollywood
0,M,West Valley
57,M,Hollywood
76,F,West LA
0,,77th Street
27,M,N Hollywood
38,M,Wilshire
32,F,Van Nuys
28,M,N Hollywood
0,,Van Nuys
45,M,Olympic
68,F,Olympic
33,F,Newton
28,F,Southwest
64,M,Topanga
20,F,Pacific
21,M,Van Nuys
41,M,Mission
26,M,Van Nuys
32,M,Newton
68,M,77th Street
0,X,Hollywood
32,M,Southwest
29,F,Wilshire
0,X,Van Nuys
60,M,Wilshire
55,M,77th Street
33,F,N Hollywood
56,M,Rampart
34,M,West LA
0,X,Olympic
0,X,West LA
16,F,Northeast
26,F,Southwest
29,F,77th Street
54,M,Devonshire
0,X,Pacific
23,F,Southwest
18,F,Rampart
32,M,Olympic
60,F,Wilshire
50,M,77th Street
0,X,Rampart
42,M,Central
44,M,West LA
24,M,West LA
23,F,Southwest
81,F,West LA
25,F,N Hollywood
56,M,Wilshire
40,M,Foothill
32,M,West Valley
0,X,West LA
37,F,Foothill
43,F,Central
0,,Foothill
19,X,Southwest
20,F,Mission
36,F,Topanga
69,F,Devonshire
62,M,Southeast
37,F,Northeast
0,M,Newton
49,F,Northeast
6,M,Wilshire
56,M,Hollenbeck
37,F,Rampart
30,M,Topanga
27,M,Harbor
27,F,77th Street
0,,N Hollywood
25,M,Hollywood
29,M,N Hollywood
0,F,West Valley
55,F,Pacific
40,F,West LA
50,F,Hollenbeck
99,F,Devonshire
60,M,Foothill
25,F,Southeast
58,M,Olympic
0,X,Newton
30,M,West LA
40,F,West LA
0,,Harbor
0,,Southwest
0,X,Rampart
58,M,Southeast
40,F,Pacific
0,,Van Nuys
22,M,Van Nuys
24,F,Mission
41,M,N Hollywood
67,M,Northeast
52,M,Topanga
40,F,Central
57,M,Topanga
46,F,Central
32,X,77th Street
0,,N Hollywood
27,M,Wilshire
0,,West LA
0,X,Devonshire
0,,Van Nuys
33,F,Pacific
18,M,Southeast
50,F,Rampart
29,F,Olympic
22,M,Rampart
58,F,Newton
0,X,Southeast
0,,Newton
39,M,West Valley
55,F,Wilshire
41,F,Central
34,F,77th Street
41,F,Southeast
28,M,Harbor
50,M,Topanga
41,F,Olympic
0,,Central
0,X,Pacific
32,M,Hollenbeck
21,F,Wilshire
65,M,Van Nuys
50,M,Olympic
35,M,Central
34,M,Olympic
58,F,Foothill
40,F,Pacific
99,F,West LA
50,M,Topanga
21,F,Newton
0,,Northeast
0,X,Pacific
22,F,Van Nuys
72,F,West LA
55,M,Hollywood
19,M,Southwest
43,M,Pacific
42,F,Harbor
31,M,Rampart
24,M,Hollywood
55,F,West Valley
0,,N Hollywood
57,F,Hollenbeck
0,,Hollywood
19,M,Foothill
64,M,Central
31,F,Van Nuys
0,X,Pacific
0,M,West Valley
0,,Southwest
39,M,Rampart
86,M,Pacific
0,,Mission
24,M,Hollenbeck
37,M,Hollywood
69,M,Hollywood
39,F,Southeast
67,M,Northeast
0,X,Southeast
31,M,Southwest
25,F,Van Nuys
0,X,Northeast
27,M,Devonshire
37,F,Wilshire
31,M,Hollywood
37,M,Van Nuys
0,X,Pacific
38,M,Harbor
0,,Wilshire
52,M,Central
26,F,Hollywood
0,,Devonshire
17,M,Wilshire
29,F,Devonshire
76,F,Hollenbeck
22,M,West LA
0,X,Olympic
89,F,Topanga
24,M,Foothill
63,F,West Valley
54,F,Newton
34,F,Wilshire
0,,Southeast
32,F,Olympic
38,M,Pacific
0,M,Hollenbeck
21,X,77th Street
19,F,Van Nuys
23,M,Newton
47,M,Southeast
32,F,Devonshire
28,F,77th Street
0,M,West Valley
28,F,Hollywood
0,M,Newton
0,M,N Hollywood
40,M,Southwest
45,F,Southwest
37,F,Wilshire
27,M,Devonshire
49,F,Van Nuys
29,M,Southwest
58,M,Pacific
0,X,Hollywood
36,M,Central
0,X,Northeast
27,F,Southeast
33,M,Pacific
48,F,Southwest
25,F,N Hollywood
29,F,Rampart
0,,Van Nuys
65,F,N Hollywood
28,F,Mission
54,F,Olympic
0,,77th Street
40,M,Topanga
27,F,Van Nuys
0,,West Valley
62,M,Mission
0,,77th Street
19,M,Wilshire
22,M,Southwest
28,M,West LA
75,M,West LA
66,M,Harbor
28,M,Southwest
51,M,Pacific
46,F,West Valley
71,F,West LA
23,M,West LA
24,M,Pacific
32,M,Van Nuys
0,,Northeast
0,,Newton
40,M,West LA
52,M,Mission
36,F,Hollywood
0,,N Hollywood
0,,West Valley
38,M,West LA
42,F,Olympic
0,X,Pacific
24,F,Foothill
34,M,Hollywood
19,F,Rampart
25,M,Hollenbeck
0,X,Central
83,F,Devonshire
21,M,77th Street
27,F,Mission
33,F,Rampart
51,M,Pacific
51,M,Newton
51,F,Wilshire
35,M,Newton
0,F,West LA
71,F,Hollenbeck
58,M,Central
50,M,West LA
25,M,Southwest
0,,Pacific
51,M,Mission
49,M,Newton
0,,Newton
19,X,Southwest
31,M,Hollenbeck
25,M,Southwest
22,F,Hollywood
49,F,Northeast
52,F,Southwest
12,F,West Valley
38,F,Pacific
62,M,Foothill
41,F,Wilshire
0,,Van Nuys
26,M,Southwest
20,F,Topanga
56,F,Foothill
60,F,Central
36,F,77th Street
34,F,Hollywood
38,F,Hollywood
58,M,Devonshire
33,F,Northeast
0,M,Van Nuys
32,M,West Valley
69,M,Van Nuys
0,M,Central
39,F,Southeast
0,X,West LA
31,M,Harbor
0,F,Newton
0,,Wilshire
0,,Harbor
52,M,Central
31,F,Newton
18,M,Hollywood
0,X,Pacific
41,F,Central
0,,Wilshire
35,M,Topanga
37,M,West Valley
16,F,Southwest
46,F,Wilshire
19,M,Wilshire
32,F,Southeast
35,M,West LA
0,X,Northeast
73,M,West Valley
40,F,West Valley
0,,Olympic
52,M,Central
44,M,Southwest
45,F,West LA
27,F,Pacific
12,F,77th Street
32,F,Harbor
42,M,Hollenbeck
26,M,Devonshire
31,M,Central
23,F,Northeast
35,M,Northeast
40,F,Hollywood
0,,Mission
62,M,Pacific
44,F,Rampart
46,F,Rampart
57,M,N Hollywood
0,M,N Hollywood
22,M,West LA
20,M,Southeast
0,M,Harbor
0,X,Southwest
37,M,Mission
0,,Foothill
27,F,Hollenbeck
48,M,West LA
50,F,Pacific
38,F,Southeast
35,M,Topanga
36,F,Rampart
0,X,77th Street
0,M,Central
0,,Harbor
0,M,Central
34,F,Wilshire
28,M,Harbor
0,X,Olympic
35,F,Devonshire
50,M,Rampart
0,X,77th Street
36,M,N Hollywood
22,F,77th Street
46,F,77th Street
40,F,Southwest
31,F,Hollywood
52,F,Olympic
28,F,Foothill
64,F,Harbor
33,F,Devonshire
54,F,Central
24,F,Wilshire
44,M,Topanga
40,F,77th Street
33,F,Wilshire
65,M,77th Street
29,M,Central
0,,Wilshire
0,X,Pacific
29,F,Rampart
37,F,Newton
74,F,Devonshire
0,M,Wilshire
80,F,Devonshire
33,F,Southwest
44,F,Harbor
16,M,Southwest
0,,Foothill
17,F,Devonshire
0,X,Olympic
28,M,Harbor
50,M,Topanga
0,M,Hollenbeck
52,F,Mission
38,M,Southwest
0,,Hollywood
28,F,N Hollywood
0,,Hollenbeck
41,F,Newton
26,M,West LA
67,M,Southeast
42,M,Hollywood
26,F,77th Street
32,M,Van Nuys
0,M,Foothill
30,F,Northeast
0,,Devonshire
59,M,Northeast
70,M,Van Nuys
57,M,West LA
0,X,Hollywood
47,M,Central
95,M,West LA
62,F,Southeast
0,X,Harbor
22,F,77th Street
0,,Southwest
27,M,Hollywood
32,F,Harbor
0,,West Valley
25,F,N Hollywood
0,,Foothill
0,X,Southwest
0,M,West Valley
41,M,Newton
0,X,77th Street
20,F,Central
25,F,Mission
63,F,Southeast
68,M,Hollywood
25,M,N Hollywood
0,,Wilshire
37,M,Newton
23,M,N Hollywood
38,F,77th Street
67,F,West Valley
63,F,Pacific
38,F,Hollywood
0,M,Hollenbeck
0,,Hollywood
45,M,Harbor
0,M,N Hollywood
25,M,Wilshire
0,X,Northeast
32,M,Pacific
0,,Pacific
25,M,Olympic
23,F,West Valley
28,M,Olympic
59,F,Southeast
23,M,Devonshire
0,,Rampart
96,F,Topanga
0,M,N Hollywood
0,X,Olympic
27,F,N Hollywood
35,M,Topanga
55,M,N Hollywood
0,X,Olympic
39,M,Northeast
36,F,Mission
26,F,Central
22,F,Newton
42,F,Devonshire
0,X,Devonshire
13,F,Hollenbeck
0,,77th Street
0,,Wilshire
0,,Wilshire
0,,Hollywood
54,M,77th Street
21,F,Mission
38,F,Central
0,,77th Street
68,F,N Hollywood
84,M,Olympic
0,,Wilshire
43,F,Mission
44,F,Olympic
29,M,77th Street
54,M,Harbor
46,F,Devonshire
0,,Devonshire
34,M,West LA
21,F,Southeast
45,F,Harbor
39,M,Rampart
52,F,Wilshire
41,M,Van Nuys
31,F,77th Street
28,F,Southwest
41,M,Van Nuys
56,M,Rampart
48,F,Harbor
20,F,Newton
20,M,77th Street
50,F,Harbor
33,M,N Hollywood
48,F,Hollenbeck
24,M,N Hollywood
53,M,Southeast
0,,Rampart
0,,Harbor
33,F,Wilshire
43,F,Hollenbeck
33,F,Southeast
47,M,Central
45,M,77th Street
55,M,West LA
50,M,Wilshire
40,F,West Valley
0,,N Hollywood
50,F,Topanga
30,F,Hollenbeck
43,F,Newton
38,F,West LA
0,,N Hollywood
46,M,Topanga
47,M,Wilshire
28,M,Southeast
0,,Devonshire
83,F,West LA
35,F,Central
62,F,Southwest
26,F,Central
30,M,Newton
64,F,Wilshire
38,M,Newton
63,M,Newton
0,,Hollenbeck
59,F,Hollywood
23,F,Hollywood
51,M,Olympic
40,M,Southwest
0,X,Van Nuys
49,M,Wilshire
23,M,Devonshire
0,,West Valley
27,M,Van Nuys
41,M,Newton
0,,Hollywood
0,,Wilshire
66,M,Pacific
25,M,Olympic
0,X,Devonshire
0,,Hollenbeck
38,F,Rampart
40,F,Hollywood
46,F,N Hollywood
34,M,West Valley
32,M,77th Street
53,F,Wilshire
16,M,Newton
50,M,West Valley
23,M,Central
30,M,Southeast
20,F,Hollenbeck
0,X,Hollywood
30,M,Olympic
53,F,Mission
21,F,Central
44,F,Southeast
31,M,N Hollywood
24,M,Topanga
36,M,N Hollywood
64,M,Devonshire
0,X,Pacific
0,,Rampart
39,F,Southeast
41,F,West LA
0,,Van Nuys
50,M,Olympic
43,M,Van Nuys
36,M,Topanga
46,F,Pacific
4,F,Newton
37,M,Wilshire
0,,Olympic
30,F,West Valley
0,,Olympic
0,,Central
36,M,Olympic
0,X,Hollenbeck
30,F,West LA
0,X,Pacific
48,M,Central
60,M,Van Nuys
0,,Foothill
63,M,Mission
39,M,Newton
37,F,Van Nuys
23,F,Van Nuys
47,M,Olympic
0,,Topanga
0,,Mission
65,M,N Hollywood
23,M,Hollywood
26,F,West Valley
47,M,Van Nuys
27,M,Devonshire
0,,Foothill
37,M,Pacific
0,,Van Nuys
37,M,Central
21,M,Hollenbeck
0,,Foothill
0,X,West LA
73,M,Central
29,M,Rampart
71,F,West Valley
44,F,Topanga
62,M,Southwest
26,M,Northeast
46,F,Hollywood
56,M,Pacific
24,F,Pacific
65,M,Pacific
59,M,Van Nuys
28,F,Devonshire
0,M,Central
50,M,Wilshire
33,F,Hollywood
46,F,Harbor
62,F,Olympic
0,M,Newton
0,M,Wilshire
28,F,Southwest
19,X,Southwest
60,F,Olympic
28,F,Pacific
35,F,West LA
16,F,Harbor
0,,Hollenbeck
40,F,77th Street
26,M,Southeast
0,,Northeast
27,M,Wilshire
0,,Foothill
59,F,Rampart
47,F,West LA
31,F,Central
55,M,N Hollywood
59,M,Olympic
50,F,Hollywood
0,X,Newton
55,M,Wilshire
26,F,N Hollywood
75,M,Newton
5,F,Rampart
24,F,77th Street
61,F,77th Street
36,M,Pacific
49,M,Southeast
44,F,77th Street
50,M,Van Nuys
63,M,Pacific
23,M,Northeast
19,M,N Hollywood
16,M,Devonshire
60,F,Southeast
55,F,77th Street
20,M,Olympic
0,M,Mission
0,,Southeast
0,X,Olympic
46,F,West Valley
23,M,Hollywood
24,F,Pacific
0,X,Rampart
56,F,West LA
0,X,Rampart
0,M,Hollenbeck
0,X,Central
0,M,Southwest
75,F,77th Street
0,,Newton
13,F,Hollywood
0,X,Rampart
32,M,77th Street
53,F,77th Street
7,M,Foothill
28,F,Foothill
13,F,Southwest
26,F,Harbor
29,F,Central
33,M,Hollywood
0,,Van Nuys
0,,Southeast
55,F,Wilshire
30,M,N Hollywood
42,F,Van Nuys
48,F,77th Street
45,M,Central
21,M,Hollywood
22,F,Hollenbeck
48,F,Olympic
37,F,Southwest
33,F,Northeast
51,M,Central
0,X,Olympic
57,F,Northeast
35,M,Wilshire
46,M,Topanga
0,M,Central
59,M,Southeast
0,X,Southwest
53,M,Topanga
40,M,Wilshire
63,M,Central
0,X,Northeast
44,F,West LA
27,M,Newton
53,M,West Valley
28,M,Hollenbeck
41,M,Southwest
23,M,Southeast
20,F,Foothill
31,M,77th Street
61,M,West LA
22,M,Van Nuys
72,M,Hollenbeck
52,F,Topanga
0,,Van Nuys
65,M,N Hollywood
28,M,Rampart
78,M,West LA
62,M,Van Nuys
62,F,Southeast
56,F,Southeast
50,F,Newton
39,F,Pacific
35,M,Central
50,M,Topanga
42,F,Wilshire
43,M,N Hollywood
81,F,Foothill
15,F,Northeast
37,M,Southeast
53,F,Wilshire
20,F,Devonshire
0,,Hollywood
26,M,Topanga
38,M,Hollywood
41,M,Southwest
50,M,77th Street
0,,Foothill
45,F,Hollenbeck
0,X,N Hollywood
25,F,Rampart
0,X,West LA
37,F,Southwest
0,,Southwest
0,,Van Nuys
47,F,Southwest
61,F,Hollywood
36,F,N Hollywood
51,F,Wilshire
0,M,Rampart
0,,Mission
44,M,Harbor
0,,Harbor
22,F,West LA
43,F,Hollywood
56,M,Hollywood
60,M,Central
29,M,Mission
0,X,Devonshire
0,M,Wilshire
63,M,N Hollywood
57,M,Rampart
49,M,Mission
0,X,Pacific
46,M,West LA
0,,Newton
24,F,77th Street
27,F,Hollenbeck
65,M,Topanga
65,F,West LA
0,X,Central
72,M,Van Nuys
36,F,Olympic
50,F,West LA
0,,Southwest
58,M,Southwest
39,M,Hollywood
0,X,Southeast
0,,Mission
26,M,West LA
36,F,Pacific
0,X,Central
64,M,N Hollywood
25,F,Southwest
65,F,West LA
41,M,Central
29,M,77th Street
45,F,Southwest
41,M,Foothill
53,M,Pacific
55,M,Van Nuys
41,M,77th Street
34,F,77th Street
34,F,Southeast
0,M,Hollenbeck
31,M,Hollywood
0,,Harbor
32,M,N Hollywood
21,M,Wilshire
27,M,Wilshire
51,M,Topanga
47,M,Topanga
33,M,Southeast
19,X,Southwest
0,,Rampart
48,M,Van Nuys
18,F,Southwest
23,M,Hollywood
71,F,Olympic
39,M,Southwest
0,X,Hollywood
43,M,Pacific
28,M,West Valley
0,,Wilshire
22,M,Central
16,F,Harbor
